"ID","AgeRange","Job","ZipCode","Male"
905,45,"programmer","28655",0
906,1,"K-12 student","71106",1
907,45,"doctor/health care","92117",0
908,50,"academic","92103",0
909,45,"executive/managerial","92831",1
910,50,"other or not specified","98226",0
911,50,"other or not specified","98226",1
912,35,"artist","91324",0
913,25,"other or not specified","20744",1
914,35,"homemaker","30338",0
915,25,"executive/managerial","72762",1
916,25,"academic","92084",0
917,50,"doctor/health care","92117",1
918,45,"academic","91901",0
919,35,"academic","92056",0
920,18,"college/grad student","92173",1
921,25,"technician/engineer","92084",1
922,56,"self-employed","48009",1
923,25,"executive/managerial","37212",1
924,50,"technician/engineer","98642",1
925,35,"clerical/admin","48073",0
926,1,"K-12 student","07869",1
927,25,"writer","91105",0
928,56,"self-employed","98199",0
929,25,"scientist","53706",1
930,25,"customer service","98380",1
931,56,"academic","06032",0
932,35,"doctor/health care","97838",0
933,45,"academic","49419",1
934,35,"executive/managerial","97401",0
935,35,"sales/marketing","60538",1
936,18,"college/grad student","34567",1
937,25,"scientist","60513",1
938,25,"academic","01060",0
939,25,"writer","20110",0
940,1,"K-12 student","76240",1
941,18,"writer","45387",1
942,50,"doctor/health care","85716",0
943,45,"programmer","08033",0
944,35,"other or not specified","91505",1
945,45,"executive/managerial","49345",1
946,35,"executive/managerial","48103",1
947,18,"other or not specified","21015",1
948,56,"programmer","43056",1
949,50,"technician/engineer","96753",1
950,35,"executive/managerial","21044",1
951,45,"artist","10009",1
952,56,"self-employed","97478",1
953,50,"writer","97030",1
954,25,"other or not specified","21030",0
955,50,"executive/managerial","94941",0
956,35,"academic","55104",1
957,35,"academic","29706",1
958,35,"artist","48116",1
959,50,"lawyer","44622",1
960,1,"K-12 student","45244",1
961,18,"K-12 student","10016",1
962,25,"academic","80020",0
963,25,"other or not specified","48197",1
964,25,"executive/managerial","94123",1
965,56,"executive/managerial","10954",1
966,56,"artist","92262",1
967,18,"other or not specified","43615",0
968,50,"programmer","94530",1
969,25,"lawyer","19103",0
970,25,"other or not specified","27615",1
971,25,"programmer","43615",1
972,45,"academic","02138",1
973,25,"academic","80026",0
974,35,"unemployed","94930",1
975,35,"other or not specified","98136",1
976,35,"sales/marketing","89113",1
977,25,"artist","80110",1
978,18,"other or not specified","19116",1
979,1,"K-12 student","48073",1
980,25,"doctor/health care","92014",1
981,25,"writer","02141",1
982,25,"homemaker","92064",0
983,25,"self-employed","99224",0
984,50,"self-employed","92129",1
985,25,"college/grad student","32608",1
986,56,"other or not specified","19004",0
987,35,"technician/engineer","48098",0
988,50,"lawyer","48823",1
989,50,"other or not specified","20706",1
990,18,"doctor/health care","10004",1
991,25,"homemaker","48103",0
992,35,"clerical/admin","02780",0
993,25,"other or not specified","45678",1
994,18,"artist","92109",1
995,18,"college/grad student","96803",0
996,25,"technician/engineer","98102",1
997,1,"unemployed","15748",1
998,45,"writer","10019",1
999,25,"scientist","62558",1
1000,25,"doctor/health care","90027",0
1001,25,"college/grad student","90210",1
1002,50,"lawyer","07043",1
1003,25,"artist","19320",1
1004,25,"clerical/admin","95136",1
1005,35,"lawyer","08003",1
1006,18,"college/grad student","53220",1
1007,50,"programmer","01960",1
1008,35,"clerical/admin","77064",1
1009,50,"executive/managerial","48315",1
1010,25,"other or not specified","10310",1
1011,25,"farmer","92115",1
1012,35,"academic","30004",0
1013,56,"retired","02576",1
1014,45,"technician/engineer","03054",0
1015,35,"clerical/admin","11220",1
1016,56,"self-employed","60044",1
1017,35,"other or not specified","30906",1
1018,18,"college/grad student","95616",1
1019,35,"academic","60640",1
1020,18,"writer","93455",1
1021,35,"other or not specified","94559",1
1022,25,"clerical/admin","00918",1
1023,56,"retired","92675",1
1024,35,"academic","74135",0
1025,25,"self-employed","34677",1
1026,45,"other or not specified","19130",0
1027,18,"college/grad student","77005",1
1028,45,"executive/managerial","03848",0
1029,25,"other or not specified","20015",1
1030,25,"executive/managerial","97303",1
1031,35,"self-employed","19803",1
1032,50,"self-employed","19425",1
1033,25,"customer service","60076",1
1034,35,"academic","82601",0
1035,18,"artist","15956",1
1036,35,"executive/managerial","28036",1
1037,45,"executive/managerial","02081",1
1038,56,"scientist","20194",0
1039,35,"academic","02346",0
1040,25,"lawyer","76309",1
1041,45,"artist","94306",1
1042,35,"customer service","92801",1
1043,50,"lawyer","87004",0
1044,25,"writer","72701",1
1045,1,"K-12 student","77477",0
1046,56,"tradesman/craftsman","53404",1
1047,18,"other or not specified","62225",1
1048,35,"doctor/health care","75225",1
1049,45,"sales/marketing","95002",1
1050,25,"academic","97302",1
1051,25,"other or not specified","60513",0
1052,35,"artist","75214",0
1053,35,"other or not specified","18360",1
1054,1,"K-12 student","75040",1
1055,35,"other or not specified","91505",1
1056,1,"other or not specified","48133",1
1057,45,"technician/engineer","73069",1
1058,25,"academic","97321",1
1059,25,"other or not specified","97213",0
1060,18,"K-12 student","11235",1
1061,45,"other or not specified","46060",1
1062,50,"unemployed","59457",1
1063,35,"executive/managerial","50265",1
1064,25,"executive/managerial","91344",1
1065,25,"other or not specified","94402",0
1066,45,"programmer","02151",1
1067,35,"programmer","94402",1
1068,18,"college/grad student","77581",0
1069,25,"writer","98105",1
1070,45,"artist","20036",0
1071,50,"self-employed","13045",1
1072,35,"executive/managerial","07601",0
1073,25,"doctor/health care","72211",0
1074,45,"technician/engineer","48073",1
1075,25,"doctor/health care","60660",0
1076,25,"clerical/admin","27606",0
1077,25,"clerical/admin","60660",1
1078,45,"homemaker","95661",0
1079,25,"executive/managerial","98115",1
1080,56,"executive/managerial","08854",1
1081,18,"college/grad student","68144",1
1082,45,"executive/managerial","48170",1
1083,56,"other or not specified","27705",1
1084,1,"unemployed","03226",1
1085,25,"executive/managerial","34695",1
1086,18,"college/grad student","98225",1
1087,25,"self-employed","08826",1
1088,1,"K-12 student","98103",0
1089,35,"doctor/health care","37853",1
1090,25,"executive/managerial","94105",1
1091,18,"customer service","34556",1
1092,18,"college/grad student","49525",0
1093,50,"sales/marketing","60504",1
1094,18,"other or not specified","92626",0
1095,56,"doctor/health care","08753",0
1096,1,"K-12 student","80439",1
1097,18,"technician/engineer","92109",1
1098,35,"executive/managerial","94945",1
1099,25,"technician/engineer","77059",1
1100,25,"other or not specified","60090",1
1101,35,"academic","06417",1
1102,18,"academic","55408",1
1103,45,"executive/managerial","60605",0
1104,35,"lawyer","10023",1
1105,35,"doctor/health care","48105",1
1106,18,"college/grad student","90241",1
1107,50,"academic","02324",0
1108,56,"academic","93003",1
1109,18,"K-12 student","45904",1
1110,56,"doctor/health care","77005",0
1111,50,"self-employed","44319",0
1112,18,"doctor/health care","19104",1
1113,18,"college/grad student","97215",1
1114,18,"homemaker","75801",0
1115,25,"academic","60551",0
1116,25,"scientist","92121",1
1117,18,"sales/marketing","10017",1
1118,50,"retired","02718",1
1119,35,"academic","90504",1
1120,18,"college/grad student","95616",1
1121,56,"executive/managerial","78701",1
1122,56,"sales/marketing","02632",1
1123,50,"other or not specified","91789",1
1124,25,"artist","60156",1
1125,18,"college/grad student","53715",0
1126,56,"self-employed","13031",1
1127,25,"other or not specified","11788",1
1128,25,"academic","72701",1
1129,35,"technician/engineer","22309",1
1130,18,"executive/managerial","60012",1
1131,56,"retired","12570",1
1132,18,"programmer","98225",1
1133,18,"artist","90038",1
1134,18,"writer","19114",1
1135,50,"retired","98201",1
1136,35,"executive/managerial","90274",0
1137,18,"college/grad student","13165",1
1138,18,"programmer","12047",1
1139,25,"academic","93420",1
1140,45,"artist","73069",0
1141,25,"clerical/admin","84770",0
1142,18,"academic","43623",1
1143,50,"executive/managerial","94024",1
1144,25,"executive/managerial","94025",1
1145,50,"clerical/admin","92103",1
1146,18,"self-employed","80260",0
1147,25,"writer","98101",1
1148,35,"technician/engineer","92618",1
1149,25,"programmer","98103",1
1150,25,"writer","75226",0
1151,25,"scientist","46805",1
1152,18,"college/grad student","30328",1
1153,18,"K-12 student","33024",1
1154,1,"K-12 student","53545",0
1155,25,"programmer","90278",1
1156,50,"artist","33334",0
1157,45,"executive/managerial","30253",1
1158,35,"academic","98026",0
1159,18,"other or not specified","48314",1
1160,18,"sales/marketing","07017",1
1161,25,"other or not specified","10025",1
1162,35,"other or not specified","97213",0
1163,1,"K-12 student","70448",1
1164,25,"unemployed","90020",0
1165,25,"programmer","45014",1
1166,56,"doctor/health care","94030",1
1167,50,"academic","55126",0
1168,25,"other or not specified","94109",0
1169,25,"writer","94402",1
1170,56,"clerical/admin","10023",1
1171,45,"programmer","94114",1
1172,25,"other or not specified","61801",0
1173,25,"executive/managerial","10019",0
1174,18,"self-employed","91780",0
1175,25,"artist","90020",0
1176,56,"academic","44256",1
1177,25,"technician/engineer","01453",0
1178,56,"other or not specified","48186",1
1179,50,"academic","91030",1
1180,50,"writer","95503",0
1181,35,"executive/managerial","20716",1
1182,1,"K-12 student","91326",1
1183,35,"unemployed","94598",1
1184,25,"college/grad student","92354",0
1185,35,"academic","97374",0
1186,18,"unemployed","98502",1
1187,1,"other or not specified","90210",0
1188,45,"executive/managerial","72212",1
1189,25,"other or not specified","85712",1
1190,45,"other or not specified","98031",1
1191,35,"other or not specified","98117",0
1192,50,"self-employed","98103",1
1193,25,"programmer","90712",1
1194,25,"academic","95617",0
1195,1,"K-12 student","13907",0
1196,18,"sales/marketing","22203",0
1197,35,"academic","44077",1
1198,1,"K-12 student","49544",1
1199,50,"retired","77459",1
1200,1,"other or not specified","97222",1
1201,18,"college/grad student","84112",1
1202,35,"programmer","97006",1
1203,25,"academic","06417",0
1204,25,"executive/managerial","95076",1
1205,56,"other or not specified","46814",0
1206,50,"executive/managerial","33764",0
1207,50,"other or not specified","43617",1
1208,25,"other or not specified","12590",1
1209,35,"executive/managerial","94127",1
1210,25,"technician/engineer","27519",1
1211,18,"college/grad student","10027",1
1212,50,"academic","60089",0
1213,50,"other or not specified","91505",1
1214,56,"retired","94558",1
1215,35,"technician/engineer","23602",1
1216,25,"artist","90292",1
1217,25,"programmer","94118",1
1218,56,"scientist","13207",1
1219,25,"executive/managerial","12206",1
1220,1,"K-12 student","48073",1
1221,18,"other or not specified","19134",1
1222,35,"other or not specified","52162",1
1223,25,"artist","60102",1
1224,50,"retired","02125",1
1225,45,"executive/managerial","61081",1
1226,18,"writer","07087",1
1227,50,"academic","90027",1
1228,25,"academic","94720",1
1229,25,"college/grad student","48219",0
1230,25,"lawyer","95125",1
1231,25,"programmer","60515",1
1232,18,"college/grad student","43235",0
1233,45,"writer","94519",0
1234,18,"college/grad student","91006",1
1235,25,"executive/managerial","94043",0
1236,25,"academic","48316",0
1237,18,"college/grad student","32720",1
1238,35,"writer","11215",0
1239,25,"writer","50111",0
1240,18,"sales/marketing","02144",0
1241,1,"K-12 student","11803",1
1242,35,"other or not specified","10014",0
1243,35,"scientist","92627",1
1244,25,"college/grad student","22030",1
1245,25,"technician/engineer","80461",1
1246,18,"college/grad student","98225",1
1247,35,"other or not specified","92649",1
1248,35,"writer","94598",0
1249,35,"artist","94587",1
1250,50,"other or not specified","10573",1
1251,25,"executive/managerial","48188",1
1252,56,"retired","94134",1
1253,35,"writer","76205",0
1254,18,"academic","02144",0
1255,25,"technician/engineer","94110",1
1256,25,"writer","10002",1
1257,18,"sales/marketing","84101",0
1258,45,"executive/managerial","20879",1
1259,35,"executive/managerial","20200",1
1260,25,"technician/engineer","28262",1
1261,18,"college/grad student","40205",1
1262,25,"college/grad student","22903",1
1263,1,"K-12 student","81301",1
1264,25,"academic","53711",1
1265,18,"writer","49321",0
1266,25,"college/grad student","18104",1
1267,25,"scientist","12203",1
1268,50,"artist","10028",1
1269,56,"retired","01234",0
1270,25,"doctor/health care","12230",1
1271,45,"doctor/health care","54401",0
1272,18,"writer","49506",1
1273,35,"artist","19123",1
1274,45,"executive/managerial","37343",1
1275,50,"technician/engineer","39567",1
1276,35,"technician/engineer","94041",1
1277,18,"other or not specified","06360",0
1278,18,"college/grad student","98312",1
1279,35,"academic","98502",1
1280,1,"K-12 student","97801",1
1281,25,"unemployed","97209",1
1282,50,"academic","98541",1
1283,18,"academic","94607",0
1284,45,"self-employed","33334",1
1285,35,"college/grad student","98125",1
1286,35,"technician/engineer","92630",1
1287,50,"executive/managerial","94611",0
1288,35,"unemployed","92867",0
1289,45,"doctor/health care","78750",1
1290,35,"other or not specified","91504",1
1291,35,"other or not specified","10011",0
1292,25,"executive/managerial","94904",1
1293,25,"customer service","60074",1
1294,50,"writer","11217",0
1295,35,"doctor/health care","90036",0
